configuration,pop_mut,scenario,mutation_rate,population_size,replicate_seed,cell,type,value_leading,value_overall,fraction_leading_ben_del_neu,fraction_overall_ben_del_neu,fraction_leading_ben_del_neu_no,fraction_overall_ben_del_neu_no
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32047,B,beneficial,107,973,0.5602094240837696,0.45874587458745875,0.0214,0.1946
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32047,B,deleterious,84,961,0.4397905759162304,0.4530881659594531,0.0168,0.1922
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32047,B,neutral,0,187,0.0,0.08816595945308817,0.0,0.0374
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32047,B,no_mutation,4809,2879,0,0.45874587458745875,0,0.5758
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32048,A,beneficial,289,1662,0.536178107606679,0.42934642211314905,0.0578,0.3324
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32048,A,deleterious,250,1612,0.46382189239332094,0.41642986308447427,0.05,0.3224
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32048,A,neutral,0,597,0.0,0.15422371480237665,0.0,0.1194
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32048,A,no_mutation,4461,1129,0,0.42934642211314905,0,0.2258
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32048,B,beneficial,120,995,0.5581395348837209,0.4502262443438914,0.024,0.199
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32048,B,deleterious,95,1018,0.4418604651162791,0.4606334841628959,0.019,0.2036
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32048,B,neutral,0,197,0.0,0.08914027149321267,0.0,0.0394
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32048,B,no_mutation,4785,2790,0,0.4502262443438914,0,0.558
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32049,A,beneficial,255,1673,0.5204081632653061,0.43085243368529486,0.051,0.3346
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32049,A,deleterious,235,1626,0.47959183673469385,0.4187483904197785,0.047,0.3252
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32049,A,neutral,0,584,0.0,0.1503991758949266,0.0,0.1168
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32049,A,no_mutation,4510,1117,0,0.43085243368529486,0,0.2234
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32049,B,beneficial,115,965,0.5324074074074074,0.44842007434944237,0.023,0.193
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32049,B,deleterious,101,981,0.4675925925925926,0.4558550185873606,0.0202,0.1962
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32049,B,neutral,0,206,0.0,0.09572490706319703,0.0,0.0412
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32049,B,no_mutation,4784,2848,0,0.44842007434944237,0,0.5696
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32050,A,beneficial,294,1637,0.5185185185185185,0.42223368583956666,0.0588,0.3274
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32050,A,deleterious,273,1662,0.48148148148148145,0.4286819705958215,0.0546,0.3324
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32050,A,neutral,0,578,0.0,0.1490843435646118,0.0,0.1156
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32050,A,no_mutation,4433,1123,0,0.42223368583956666,0,0.2246
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32050,B,beneficial,125,1006,0.5555555555555556,0.4608337150710032,0.025,0.2012
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32050,B,deleterious,100,988,0.4444444444444444,0.45258818140174073,0.02,0.1976
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32050,B,neutral,0,189,0.0,0.08657810352725608,0.0,0.0378
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32050,B,no_mutation,4775,2817,0,0.4608337150710032,0,0.5634
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32251,A,beneficial,337,1793,0.512937595129376,0.41785131670939174,0.0674,0.3586
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32251,A,deleterious,320,1837,0.487062404870624,0.42810533675134,0.064,0.3674
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32251,A,neutral,0,661,0.0,0.15404334653926824,0.0,0.1322
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32251,A,no_mutation,4343,709,0,0.41785131670939174,0,0.1418
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32251,B,beneficial,78,223,0.6610169491525424,0.44510978043912175,0.0156,0.0446
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32251,B,deleterious,40,240,0.3389830508474576,0.47904191616766467,0.008,0.048
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32251,B,neutral,0,38,0.0,0.07584830339321358,0.0,0.0076
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32251,B,no_mutation,4882,4499,0,0.44510978043912175,0,0.8998
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32252,A,beneficial,355,1780,0.5330330330330331,0.41784037558685444,0.071,0.356
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32252,A,deleterious,311,1768,0.466966966966967,0.41502347417840374,0.0622,0.3536
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32252,A,neutral,0,712,0.0,0.1671361502347418,0.0,0.1424
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32252,A,no_mutation,4334,740,0,0.41784037558685444,0,0.148
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32252,B,beneficial,78,240,0.6724137931034483,0.46875,0.0156,0.048
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32252,B,deleterious,38,243,0.3275862068965517,0.474609375,0.0076,0.0486
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32252,B,neutral,0,29,0.0,0.056640625,0.0,0.0058
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32252,B,no_mutation,4884,4488,0,0.46875,0,0.8976
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32253,A,beneficial,344,1766,0.5119047619047619,0.4160188457008245,0.0688,0.3532
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32253,A,deleterious,328,1772,0.4880952380952381,0.41743227326266197,0.0656,0.3544
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32253,A,neutral,0,707,0.0,0.16654888103651355,0.0,0.1414
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32253,A,no_mutation,4328,755,0,0.4160188457008245,0,0.151
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32253,B,beneficial,94,268,0.6351351351351351,0.45733788395904434,0.0188,0.0536
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32253,B,deleterious,54,268,0.36486486486486486,0.45733788395904434,0.0108,0.0536
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32253,B,neutral,0,50,0.0,0.08532423208191127,0.0,0.01
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32253,B,no_mutation,4852,4414,0,0.45733788395904434,0,0.8828
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32254,A,beneficial,362,1806,0.5339233038348082,0.4226538731570325,0.0724,0.3612
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32254,A,deleterious,316,1761,0.46607669616519176,0.4121226304703955,0.0632,0.3522
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32254,A,neutral,0,706,0.0,0.16522349637257197,0.0,0.1412
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32254,A,no_mutation,4322,727,0,0.4226538731570325,0,0.1454
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32254,B,beneficial,95,237,0.625,0.46745562130177515,0.019,0.0474
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32254,B,deleterious,57,227,0.375,0.4477317554240631,0.0114,0.0454
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32254,B,neutral,0,43,0.0,0.08481262327416174,0.0,0.0086
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32254,B,no_mutation,4848,4493,0,0.46745562130177515,0,0.8986
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32255,A,beneficial,375,1797,0.5364806866952789,0.42292304071546244,0.075,0.3594
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32255,A,deleterious,324,1749,0.463519313304721,0.4116262650035302,0.0648,0.3498
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32255,A,neutral,0,703,0.0,0.16545069428100728,0.0,0.1406
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32255,A,no_mutation,4301,751,0,0.42292304071546244,0,0.1502
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32255,B,beneficial,86,241,0.6099290780141844,0.464354527938343,0.0172,0.0482
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32255,B,deleterious,55,246,0.3900709219858156,0.47398843930635837,0.011,0.0492
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32255,B,neutral,0,32,0.0,0.06165703275529865,0.0,0.0064
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32255,B,no_mutation,4859,4481,0,0.464354527938343,0,0.8962
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32256,A,beneficial,380,1808,0.5234159779614325,0.4215434833294474,0.076,0.3616
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32256,A,deleterious,346,1746,0.4765840220385675,0.4070878992772208,0.0692,0.3492
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32256,A,neutral,0,735,0.0,0.17136861739333178,0.0,0.147
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32256,A,no_mutation,4274,711,0,0.4215434833294474,0,0.1422
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32256,B,beneficial,85,261,0.6967213114754098,0.4896810506566604,0.017,0.0522
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32256,B,deleterious,37,238,0.30327868852459017,0.44652908067542213,0.0074,0.0476
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32256,B,neutral,0,34,0.0,0.06378986866791744,0.0,0.0068
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32256,B,no_mutation,4878,4467,0,0.4896810506566604,0,0.8934
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32257,A,beneficial,357,1806,0.5219298245614035,0.4192200557103064,0.0714,0.3612
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32257,A,deleterious,327,1777,0.4780701754385965,0.4124883936861653,0.0654,0.3554
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32257,A,neutral,0,725,0.0,0.16829155060352832,0.0,0.145
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32257,A,no_mutation,4316,692,0,0.4192200557103064,0,0.1384
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32257,B,beneficial,81,226,0.6377952755905512,0.47280334728033474,0.0162,0.0452
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32257,B,deleterious,46,218,0.36220472440944884,0.4560669456066946,0.0092,0.0436
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32257,B,neutral,0,34,0.0,0.07112970711297072,0.0,0.0068
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32257,B,no_mutation,4873,4522,0,0.47280334728033474,0,0.9044
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32258,A,beneficial,322,1764,0.5111111111111111,0.41544983513895434,0.0644,0.3528
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32258,A,deleterious,308,1766,0.4888888888888889,0.41592086669806877,0.0616,0.3532
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32258,A,neutral,0,716,0.0,0.16862929816297692,0.0,0.1432
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32258,A,no_mutation,4370,754,0,0.41544983513895434,0,0.1508
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32258,B,beneficial,94,291,0.6225165562913907,0.47317073170731705,0.0188,0.0582
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32258,B,deleterious,57,282,0.37748344370860926,0.4585365853658537,0.0114,0.0564
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32258,B,neutral,0,42,0.0,0.06829268292682927,0.0,0.0084
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32258,B,no_mutation,4849,4385,0,0.47317073170731705,0,0.877
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32259,A,beneficial,336,1785,0.5274725274725275,0.4244946492271106,0.0672,0.357
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32259,A,deleterious,301,1722,0.4725274725274725,0.409512485136742,0.0602,0.3444
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32259,A,neutral,0,698,0.0,0.16599286563614743,0.0,0.1396
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32259,A,no_mutation,4363,795,0,0.4244946492271106,0,0.159
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32259,B,beneficial,94,340,0.6482758620689655,0.4582210242587601,0.0188,0.068
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32259,B,deleterious,51,337,0.35172413793103446,0.45417789757412397,0.0102,0.0674
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32259,B,neutral,0,65,0.0,0.0876010781671159,0.0,0.013
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32259,B,no_mutation,4855,4258,0,0.4582210242587601,0,0.8516
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32260,A,beneficial,366,1781,0.5213675213675214,0.4167056621431914,0.0732,0.3562
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32260,A,deleterious,336,1780,0.47863247863247865,0.41647168928404305,0.0672,0.356
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32260,A,neutral,0,713,0.0,0.16682264857276555,0.0,0.1426
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32260,A,no_mutation,4298,726,0,0.4167056621431914,0,0.1452
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32260,B,beneficial,101,258,0.6121212121212121,0.455026455026455,0.0202,0.0516
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32260,B,deleterious,64,258,0.3878787878787879,0.455026455026455,0.0128,0.0516
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32260,B,neutral,0,51,0.0,0.08994708994708994,0.0,0.0102
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32260,B,no_mutation,4835,4433,0,0.455026455026455,0,0.8866
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32261,A,beneficial,368,1831,0.5146853146853146,0.42276610482567534,0.0736,0.3662
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32261,A,deleterious,347,1811,0.4853146853146853,0.4181482336642808,0.0694,0.3622
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32261,A,neutral,0,689,0.0,0.15908566151004386,0.0,0.1378
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32261,A,no_mutation,4285,669,0,0.42276610482567534,0,0.1338
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32261,B,beneficial,83,195,0.6287878787878788,0.4482758620689655,0.0166,0.039
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32261,B,deleterious,49,208,0.3712121212121212,0.4781609195402299,0.0098,0.0416
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32261,B,neutral,0,32,0.0,0.0735632183908046,0.0,0.0064
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32261,B,no_mutation,4868,4565,0,0.4482758620689655,0,0.913
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32262,A,beneficial,348,1783,0.5155555555555555,0.41815196998123827,0.0696,0.3566
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32262,A,deleterious,327,1775,0.48444444444444446,0.41627579737335835,0.0654,0.355
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32262,A,neutral,0,706,0.0,0.16557223264540338,0.0,0.1412
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32262,A,no_mutation,4325,736,0,0.41815196998123827,0,0.1472
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32262,B,beneficial,96,222,0.64,0.4794816414686825,0.0192,0.0444
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32262,B,deleterious,54,204,0.36,0.4406047516198704,0.0108,0.0408
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32262,B,neutral,0,37,0.0,0.07991360691144708,0.0,0.0074
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32262,B,no_mutation,4850,4537,0,0.4794816414686825,0,0.9074
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32263,A,beneficial,347,1832,0.5140740740740741,0.42733846512712853,0.0694,0.3664
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32263,A,deleterious,328,1765,0.48592592592592593,0.41170982038721715,0.0656,0.353
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32263,A,neutral,0,690,0.0,0.1609517144856543,0.0,0.138
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32263,A,no_mutation,4325,713,0,0.42733846512712853,0,0.1426
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32263,B,beneficial,79,233,0.6422764227642277,0.4506769825918762,0.0158,0.0466
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32263,B,deleterious,44,246,0.35772357723577236,0.4758220502901354,0.0088,0.0492
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32263,B,neutral,0,38,0.0,0.0735009671179884,0.0,0.0076
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32263,B,no_mutation,4877,4483,0,0.4506769825918762,0,0.8966
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32264,A,beneficial,366,1771,0.5184135977337111,0.4209650582362729,0.0732,0.3542
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32264,A,deleterious,340,1737,0.48158640226628896,0.41288328975516997,0.068,0.3474
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32264,A,neutral,0,699,0.0,0.16615165200855717,0.0,0.1398
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32264,A,no_mutation,4294,793,0,0.4209650582362729,0,0.1586
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32264,B,beneficial,91,295,0.6275862068965518,0.4573643410852713,0.0182,0.059
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32264,B,deleterious,54,305,0.3724137931034483,0.4728682170542636,0.0108,0.061
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32264,B,neutral,0,45,0.0,0.06976744186046512,0.0,0.009
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32264,B,no_mutation,4855,4355,0,0.4573643410852713,0,0.871
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32265,A,beneficial,352,1805,0.5199409158050221,0.4232121922626026,0.0704,0.361
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32265,A,deleterious,325,1785,0.48005908419497784,0.41852286049237986,0.065,0.357
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32265,A,neutral,0,675,0.0,0.15826494724501758,0.0,0.135
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32265,A,no_mutation,4323,735,0,0.4232121922626026,0,0.147
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32265,B,beneficial,91,258,0.6642335766423357,0.46402877697841727,0.0182,0.0516
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32265,B,deleterious,46,252,0.3357664233576642,0.45323741007194246,0.0092,0.0504
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32265,B,neutral,0,46,0.0,0.08273381294964029,0.0,0.0092
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32265,B,no_mutation,4863,4444,0,0.46402877697841727,0,0.8888
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32266,A,beneficial,346,1825,0.5148809523809523,0.42790152403282533,0.0692,0.365
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32266,A,deleterious,326,1766,0.4851190476190476,0.41406799531066824,0.0652,0.3532
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32266,A,neutral,0,674,0.0,0.15803048065650646,0.0,0.1348
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32266,A,no_mutation,4328,735,0,0.42790152403282533,0,0.147
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32266,B,beneficial,86,216,0.6231884057971014,0.439918533604888,0.0172,0.0432
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32266,B,deleterious,52,237,0.37681159420289856,0.48268839103869654,0.0104,0.0474
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32266,B,neutral,0,38,0.0,0.07739307535641547,0.0,0.0076
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32266,B,no_mutation,4862,4509,0,0.439918533604888,0,0.9018
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32267,A,beneficial,362,1789,0.509142053445851,0.41965751817968566,0.0724,0.3578
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32267,A,deleterious,349,1834,0.4908579465541491,0.4302134646962233,0.0698,0.3668
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32267,A,neutral,0,640,0.0,0.15012901712409102,0.0,0.128
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32267,A,no_mutation,4289,737,0,0.41965751817968566,0,0.1474
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32267,B,beneficial,83,188,0.6240601503759399,0.4665012406947891,0.0166,0.0376
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32267,B,deleterious,50,190,0.37593984962406013,0.47146401985111663,0.01,0.038
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32267,B,neutral,0,25,0.0,0.062034739454094295,0.0,0.005
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32267,B,no_mutation,4867,4597,0,0.4665012406947891,0,0.9194
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32268,A,beneficial,356,1757,0.5181950509461426,0.41536643026004727,0.0712,0.3514
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32268,A,deleterious,331,1776,0.48180494905385735,0.4198581560283688,0.0662,0.3552
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32268,A,neutral,0,697,0.0,0.1647754137115839,0.0,0.1394
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32268,A,no_mutation,4313,770,0,0.41536643026004727,0,0.154
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32268,B,beneficial,78,286,0.6446280991735537,0.4440993788819876,0.0156,0.0572
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32268,B,deleterious,43,304,0.35537190082644626,0.4720496894409938,0.0086,0.0608
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32268,B,neutral,0,54,0.0,0.08385093167701864,0.0,0.0108
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32268,B,no_mutation,4879,4356,0,0.4440993788819876,0,0.8712
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32269,A,beneficial,358,1784,0.5249266862170088,0.41937000470145747,0.0716,0.3568
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32269,A,deleterious,324,1760,0.4750733137829912,0.4137282557592854,0.0648,0.352
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32269,A,neutral,0,710,0.0,0.16690173953925716,0.0,0.142
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32269,A,no_mutation,4318,746,0,0.41937000470145747,0,0.1492
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32269,B,beneficial,87,203,0.6258992805755396,0.4501108647450111,0.0174,0.0406
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32269,B,deleterious,52,213,0.37410071942446044,0.4722838137472284,0.0104,0.0426
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32269,B,neutral,0,35,0.0,0.07760532150776053,0.0,0.007
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.01,1000,32269,B,no_mutation,4861,4549,0,0.4501108647450111,0,0.9098
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32270,A,beneficial,343,1794,0.5212765957446809,0.4165312282331089,0.0686,0.3588
DIFF_MUT_2,"1000, 0.03, 0.01",independentAddition,0.03,1000,32270,A,deleterious,315,1792,0.4787234042553192,0.4160668678894822,0.063,0.3584
