configuration,pop_mut,scenario,mutation_rate,population_size,replicate_seed,cell,type,value_leading,value_overall,fraction_leading_ben_del_neu,fraction_overall_ben_del_neu,fraction_leading_ben_del_neu_no,fraction_overall_ben_del_neu_no
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31765,A,neutral,0,707,0.0,0.17916877850988341,0.0,0.1414
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31765,A,no_mutation,4833,1054,0,0.42093258996452104,0,0.2108
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31765,B,beneficial,93,1009,0.8532110091743119,0.4746001881467545,0.0186,0.2018
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31765,B,deleterious,16,909,0.14678899082568808,0.42756349952963313,0.0032,0.1818
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31765,B,neutral,0,208,0.0,0.09783631232361242,0.0,0.0416
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31765,B,no_mutation,4891,2874,0,0.4746001881467545,0,0.5748
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31766,A,beneficial,134,1697,0.7362637362637363,0.4243560890222556,0.0268,0.3394
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31766,A,deleterious,48,1581,0.26373626373626374,0.3953488372093023,0.0096,0.3162
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31766,A,neutral,0,721,0.0,0.18029507376844212,0.0,0.1442
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31766,A,no_mutation,4818,1001,0,0.4243560890222556,0,0.2002
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31766,B,beneficial,101,1040,0.8706896551724138,0.48372093023255813,0.0202,0.208
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31766,B,deleterious,15,921,0.12931034482758622,0.4283720930232558,0.003,0.1842
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31766,B,neutral,0,189,0.0,0.08790697674418604,0.0,0.0378
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31766,B,no_mutation,4884,2850,0,0.48372093023255813,0,0.57
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31767,A,beneficial,142,1704,0.7395833333333334,0.42483171278982795,0.0284,0.3408
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31767,A,deleterious,50,1590,0.2604166666666667,0.39640987284966345,0.01,0.318
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31767,A,neutral,0,717,0.0,0.1787584143605086,0.0,0.1434
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31767,A,no_mutation,4808,989,0,0.42483171278982795,0,0.1978
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31767,B,beneficial,104,1012,0.896551724137931,0.4807600950118765,0.0208,0.2024
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31767,B,deleterious,12,900,0.10344827586206896,0.42755344418052255,0.0024,0.18
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31767,B,neutral,0,193,0.0,0.09168646080760096,0.0,0.0386
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31767,B,no_mutation,4884,2895,0,0.4807600950118765,0,0.579
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31768,A,beneficial,134,1672,0.6907216494845361,0.4146825396825397,0.0268,0.3344
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31768,A,deleterious,60,1596,0.30927835051546393,0.3958333333333333,0.012,0.3192
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31768,A,neutral,0,764,0.0,0.18948412698412698,0.0,0.1528
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31768,A,no_mutation,4806,968,0,0.4146825396825397,0,0.1936
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31768,B,beneficial,91,984,0.7982456140350878,0.47103877453326953,0.0182,0.1968
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31768,B,deleterious,23,917,0.20175438596491227,0.43896601244614647,0.0046,0.1834
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31768,B,neutral,0,188,0.0,0.08999521302058401,0.0,0.0376
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31768,B,no_mutation,4886,2911,0,0.47103877453326953,0,0.5822
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31769,A,beneficial,124,1688,0.7294117647058823,0.4182358771060456,0.0248,0.3376
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31769,A,deleterious,46,1629,0.27058823529411763,0.40361744301288405,0.0092,0.3258
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31769,A,neutral,0,719,0.0,0.17814667988107036,0.0,0.1438
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31769,A,no_mutation,4830,964,0,0.4182358771060456,0,0.1928
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31769,B,beneficial,91,990,0.875,0.47619047619047616,0.0182,0.198
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31769,B,deleterious,13,885,0.125,0.42568542568542567,0.0026,0.177
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31769,B,neutral,0,204,0.0,0.09812409812409813,0.0,0.0408
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31769,B,no_mutation,4896,2921,0,0.47619047619047616,0,0.5842
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31770,A,beneficial,126,1677,0.7730061349693251,0.4176836861768369,0.0252,0.3354
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31770,A,deleterious,37,1597,0.22699386503067484,0.39775840597758405,0.0074,0.3194
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31770,A,neutral,0,741,0.0,0.18455790784557907,0.0,0.1482
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31770,A,no_mutation,4837,985,0,0.4176836861768369,0,0.197
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31770,B,beneficial,100,978,0.8620689655172413,0.4742967992240543,0.02,0.1956
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31770,B,deleterious,16,885,0.13793103448275862,0.42919495635305527,0.0032,0.177
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31770,B,neutral,0,199,0.0,0.0965082444228904,0.0,0.0398
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31770,B,no_mutation,4884,2938,0,0.4742967992240543,0,0.5876
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31771,A,beneficial,143,1700,0.7371134020618557,0.42617197292554526,0.0286,0.34
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31771,A,deleterious,51,1535,0.26288659793814434,0.3848082226121835,0.0102,0.307
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31771,A,neutral,0,754,0.0,0.18901980446227123,0.0,0.1508
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31771,A,no_mutation,4806,1011,0,0.42617197292554526,0,0.2022
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31771,B,beneficial,104,1045,0.8813559322033898,0.48290203327171904,0.0208,0.209
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31771,B,deleterious,14,941,0.11864406779661017,0.43484288354898337,0.0028,0.1882
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31771,B,neutral,0,178,0.0,0.0822550831792976,0.0,0.0356
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31771,B,no_mutation,4882,2836,0,0.48290203327171904,0,0.5672
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31772,A,beneficial,121,1704,0.8013245033112583,0.4222001982160555,0.0242,0.3408
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31772,A,deleterious,30,1605,0.1986754966887417,0.39767096134786917,0.006,0.321
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31772,A,neutral,0,727,0.0,0.18012884043607533,0.0,0.1454
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31772,A,no_mutation,4849,964,0,0.4222001982160555,0,0.1928
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31772,B,beneficial,103,1036,0.865546218487395,0.4863849765258216,0.0206,0.2072
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31772,B,deleterious,16,920,0.13445378151260504,0.431924882629108,0.0032,0.184
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31772,B,neutral,0,174,0.0,0.08169014084507042,0.0,0.0348
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31772,B,no_mutation,4881,2870,0,0.4863849765258216,0,0.574
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31773,A,beneficial,125,1704,0.7621951219512195,0.42335403726708076,0.025,0.3408
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31773,A,deleterious,39,1600,0.23780487804878048,0.39751552795031053,0.0078,0.32
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31773,A,neutral,0,721,0.0,0.1791304347826087,0.0,0.1442
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31773,A,no_mutation,4836,975,0,0.42335403726708076,0,0.195
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31773,B,beneficial,105,1041,0.8823529411764706,0.48599439775910364,0.021,0.2082
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31773,B,deleterious,14,903,0.11764705882352941,0.4215686274509804,0.0028,0.1806
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31773,B,neutral,0,198,0.0,0.09243697478991597,0.0,0.0396
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31773,B,no_mutation,4881,2858,0,0.48599439775910364,0,0.5716
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31774,A,beneficial,120,1690,0.7407407407407407,0.42676767676767674,0.024,0.338
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31774,A,deleterious,42,1565,0.25925925925925924,0.3952020202020202,0.0084,0.313
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31774,A,neutral,0,705,0.0,0.17803030303030304,0.0,0.141
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31774,A,no_mutation,4838,1040,0,0.42676767676767674,0,0.208
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31774,B,beneficial,96,983,0.8495575221238938,0.47305101058710297,0.0192,0.1966
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31774,B,deleterious,17,896,0.1504424778761062,0.43118383060635224,0.0034,0.1792
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31774,B,neutral,0,199,0.0,0.09576515880654475,0.0,0.0398
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31774,B,no_mutation,4887,2922,0,0.47305101058710297,0,0.5844
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31775,A,beneficial,142,1724,0.7553191489361702,0.42992518703241894,0.0284,0.3448
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31775,A,deleterious,46,1585,0.24468085106382978,0.39526184538653364,0.0092,0.317
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31775,A,neutral,0,701,0.0,0.1748129675810474,0.0,0.1402
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31775,A,no_mutation,4812,990,0,0.42992518703241894,0,0.198
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31775,B,beneficial,121,1021,0.8402777777777778,0.48092322185586434,0.0242,0.2042
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31775,B,deleterious,23,900,0.1597222222222222,0.4239284032030146,0.0046,0.18
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31775,B,neutral,0,202,0.0,0.09514837494112105,0.0,0.0404
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31775,B,no_mutation,4856,2877,0,0.48092322185586434,0,0.5754
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31776,A,beneficial,138,1708,0.745945945945946,0.42636045931103345,0.0276,0.3416
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31776,A,deleterious,47,1575,0.25405405405405407,0.39316025961058415,0.0094,0.315
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31776,A,neutral,0,723,0.0,0.18047928107838243,0.0,0.1446
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31776,A,no_mutation,4815,994,0,0.42636045931103345,0,0.1988
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31776,B,beneficial,111,1037,0.8604651162790697,0.4827746741154562,0.0222,0.2074
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31776,B,deleterious,18,901,0.13953488372093023,0.41945996275605213,0.0036,0.1802
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31776,B,neutral,0,210,0.0,0.09776536312849161,0.0,0.042
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31776,B,no_mutation,4871,2852,0,0.4827746741154562,0,0.5704
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31777,A,beneficial,128,1693,0.7529411764705882,0.41874845411822903,0.0256,0.3386
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31777,A,deleterious,42,1632,0.24705882352941178,0.4036606480336384,0.0084,0.3264
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31777,A,neutral,0,718,0.0,0.17759089784813256,0.0,0.1436
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31777,A,no_mutation,4830,957,0,0.41874845411822903,0,0.1914
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31777,B,beneficial,103,1011,0.8110236220472441,0.4789199431549029,0.0206,0.2022
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31777,B,deleterious,24,907,0.1889763779527559,0.4296541923259119,0.0048,0.1814
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31777,B,neutral,0,193,0.0,0.09142586451918522,0.0,0.0386
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31777,B,no_mutation,4873,2889,0,0.4789199431549029,0,0.5778
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31778,A,beneficial,118,1658,0.7151515151515152,0.4199594731509625,0.0236,0.3316
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31778,A,deleterious,47,1571,0.28484848484848485,0.39792299898682876,0.0094,0.3142
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31778,A,neutral,0,719,0.0,0.18211752786220872,0.0,0.1438
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31778,A,no_mutation,4835,1052,0,0.4199594731509625,0,0.2104
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31778,B,beneficial,88,956,0.822429906542056,0.462729912875121,0.0176,0.1912
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31778,B,deleterious,19,899,0.17757009345794392,0.4351403678606002,0.0038,0.1798
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31778,B,neutral,0,211,0.0,0.1021297192642788,0.0,0.0422
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31778,B,no_mutation,4893,2934,0,0.462729912875121,0,0.5868
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31779,A,beneficial,132,1705,0.7292817679558011,0.42244796828543113,0.0264,0.341
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31779,A,deleterious,49,1595,0.27071823204419887,0.395193260654113,0.0098,0.319
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31779,A,neutral,0,736,0.0,0.1823587710604559,0.0,0.1472
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31779,A,no_mutation,4819,964,0,0.42244796828543113,0,0.1928
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31779,B,beneficial,103,1030,0.865546218487395,0.48607833883907503,0.0206,0.206
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31779,B,deleterious,16,908,0.13445378151260504,0.4285040113260972,0.0032,0.1816
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31779,B,neutral,0,181,0.0,0.08541764983482775,0.0,0.0362
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31779,B,no_mutation,4881,2881,0,0.48607833883907503,0,0.5762
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31780,A,beneficial,141,1695,0.7230769230769231,0.4230097329673072,0.0282,0.339
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31780,A,deleterious,54,1577,0.27692307692307694,0.39356126778138256,0.0108,0.3154
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31780,A,neutral,0,735,0.0,0.1834289992513102,0.0,0.147
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31780,A,no_mutation,4805,993,0,0.4230097329673072,0,0.1986
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31780,B,beneficial,102,1006,0.8717948717948718,0.4815701292484442,0.0204,0.2012
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31780,B,deleterious,15,890,0.1282051282051282,0.4260411680229775,0.003,0.178
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31780,B,neutral,0,193,0.0,0.09238870272857827,0.0,0.0386
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31780,B,no_mutation,4883,2911,0,0.4815701292484442,0,0.5822
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31781,A,beneficial,125,1701,0.7267441860465116,0.421039603960396,0.025,0.3402
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31781,A,deleterious,47,1615,0.27325581395348836,0.3997524752475248,0.0094,0.323
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31781,A,neutral,0,724,0.0,0.1792079207920792,0.0,0.1448
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31781,A,no_mutation,4828,960,0,0.421039603960396,0,0.192
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31781,B,beneficial,98,999,0.8672566371681416,0.48214285714285715,0.0196,0.1998
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31781,B,deleterious,15,891,0.13274336283185842,0.430019305019305,0.003,0.1782
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31781,B,neutral,0,182,0.0,0.08783783783783784,0.0,0.0364
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31781,B,no_mutation,4887,2928,0,0.48214285714285715,0,0.5856
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31782,A,beneficial,132,1683,0.75,0.42254581973386895,0.0264,0.3366
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31782,A,deleterious,44,1606,0.25,0.40321365804669845,0.0088,0.3212
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31782,A,neutral,0,694,0.0,0.1742405222194326,0.0,0.1388
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31782,A,no_mutation,4824,1017,0,0.42254581973386895,0,0.2034
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31782,B,beneficial,103,1035,0.8306451612903226,0.4780600461893764,0.0206,0.207
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31782,B,deleterious,21,933,0.1693548387096774,0.43094688221709004,0.0042,0.1866
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31782,B,neutral,0,197,0.0,0.09099307159353348,0.0,0.0394
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31782,B,no_mutation,4876,2835,0,0.4780600461893764,0,0.567
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31783,A,beneficial,122,1680,0.7261904761904762,0.4225352112676056,0.0244,0.336
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31783,A,deleterious,46,1594,0.27380952380952384,0.40090543259557343,0.0092,0.3188
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31783,A,neutral,0,702,0.0,0.17655935613682092,0.0,0.1404
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31783,A,no_mutation,4832,1024,0,0.4225352112676056,0,0.2048
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31783,B,beneficial,94,986,0.7966101694915254,0.47041984732824427,0.0188,0.1972
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31783,B,deleterious,24,915,0.2033898305084746,0.43654580152671757,0.0048,0.183
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31783,B,neutral,0,195,0.0,0.09303435114503816,0.0,0.039
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31783,B,no_mutation,4882,2904,0,0.47041984732824427,0,0.5808
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31784,A,beneficial,130,1686,0.7344632768361582,0.4244712990936556,0.026,0.3372
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31784,A,deleterious,47,1580,0.2655367231638418,0.39778449144008055,0.0094,0.316
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31784,A,neutral,0,706,0.0,0.17774420946626385,0.0,0.1412
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31784,A,no_mutation,4823,1028,0,0.4244712990936556,0,0.2056
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31784,B,beneficial,96,1010,0.8571428571428571,0.47574187470560525,0.0192,0.202
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31784,B,deleterious,16,920,0.14285714285714285,0.4333490343853038,0.0032,0.184
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31784,B,neutral,0,193,0.0,0.09090909090909091,0.0,0.0386
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31784,B,no_mutation,4888,2877,0,0.47574187470560525,0,0.5754
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31785,A,beneficial,133,1669,0.7388888888888889,0.4161057092994266,0.0266,0.3338
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31785,A,deleterious,47,1631,0.2611111111111111,0.40663176265270506,0.0094,0.3262
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31785,A,neutral,0,711,0.0,0.17726252804786835,0.0,0.1422
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31785,A,no_mutation,4820,989,0,0.4161057092994266,0,0.1978
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31785,B,beneficial,99,994,0.853448275862069,0.47651006711409394,0.0198,0.1988
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31785,B,deleterious,17,893,0.14655172413793102,0.42809204218600194,0.0034,0.1786
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31785,B,neutral,0,199,0.0,0.09539789069990412,0.0,0.0398
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31785,B,no_mutation,4884,2914,0,0.47651006711409394,0,0.5828
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31786,A,beneficial,118,1642,0.7468354430379747,0.41685707032241687,0.0236,0.3284
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31786,A,deleterious,40,1530,0.25316455696202533,0.38842345773038844,0.008,0.306
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31786,A,neutral,0,767,0.0,0.19471947194719472,0.0,0.1534
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31786,A,no_mutation,4842,1061,0,0.41685707032241687,0,0.2122
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31786,B,beneficial,87,987,0.8787878787878788,0.47067238912732473,0.0174,0.1974
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31786,B,deleterious,12,893,0.12121212121212122,0.4258464473056748,0.0024,0.1786
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31786,B,neutral,0,217,0.0,0.10348116356700048,0.0,0.0434
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31786,B,no_mutation,4901,2903,0,0.47067238912732473,0,0.5806
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31787,A,beneficial,141,1726,0.7621621621621621,0.4279692536573271,0.0282,0.3452
