configuration,pop_mut,scenario,mutation_rate_a,mutation_rate_b,population_size,comparison,a_replicate,b_replicate,variance_leading,variance_overall
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-run,30111,30097,0.9081632653061225,15.22
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-run,30079,30080,0.7546938775510204,24.091836734693878
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-run,30085,30089,0.8555102040816327,15.894285714285715
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-run,30058,30087,1.3044897959183674,31.032244897959185
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-run,30141,30126,1.299591836734694,28.408571428571427
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-run,30059,30074,0.8979591836734694,17.75673469387755
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-run,30072,30116,1.5269387755102042,19.07795918367347
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-run,30130,30143,1.3065306122448979,31.644489795918368
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30165,30208,9.257551020408163,38.31061224489796
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30191,30234,7.462857142857143,27.484081632653062
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30182,30239,7.641224489795919,32.07714285714286
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30237,30190,4.540816326530612,34.704081632653065
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30198,30209,6.8526530612244905,33.157551020408164
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30169,30241,5.677142857142857,21.44857142857143
