configuration,pop_mut,scenario,mutation_rate,population_size,replicate_seed,cell,fitness_value_cell,fitness_value_organism
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.01,1000,31296,A,1050.0,1050.0
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.03,1000,31296,B,1050.0,1050.0
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.01,1000,31297,A,1060.0,1060.0
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.03,1000,31297,B,1060.0,1060.0
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.01,1000,31298,A,1052.0,1052.0
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.03,1000,31298,B,1052.0,1052.0
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.01,1000,31299,A,1034.0,1034.0
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.03,1000,31299,B,1034.0,1034.0
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.01,1000,31300,A,1090.0,1090.0
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.03,1000,31300,B,1090.0,1090.0
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31501,A,48.855,97.72
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31501,B,48.865,97.72
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31502,A,46.875,93.795
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31502,B,46.92,93.795
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31503,A,46.885,93.775
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31503,B,46.89,93.775
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31504,A,46.92,93.835
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31504,B,46.915,93.835
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31505,A,46.925,93.835
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31505,B,46.91,93.835
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31506,A,43.9,87.82
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31506,B,43.92,87.82
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31507,A,47.89,95.81
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31507,B,47.92,95.81
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31508,A,46.88,93.81
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31508,B,46.93,93.81
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31509,A,42.9,85.805
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31509,B,42.905,85.805
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31510,A,38.925,77.85
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31510,B,38.925,77.85
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31511,A,46.895,93.82
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31511,B,46.925,93.82
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31512,A,46.89,93.825
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31512,B,46.935,93.825
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31513,A,46.915,93.825
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31513,B,46.91,93.825
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31514,A,47.87,95.76
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31514,B,47.89,95.76
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31515,A,40.895,81.86
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31515,B,40.965,81.86
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31516,A,46.895,93.825
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31516,B,46.93,93.825
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31517,A,46.895,93.78
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31517,B,46.885,93.78
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31518,A,46.89,93.82
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31518,B,46.93,93.82
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31519,A,43.915,87.85
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31519,B,43.935,87.85
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31520,A,45.88,91.815
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31520,B,45.935,91.815
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31521,A,45.905,91.78
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31521,B,45.875,91.78
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31522,A,46.88,93.795
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31522,B,46.915,93.795
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31523,A,46.855,93.755
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31523,B,46.9,93.755
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31524,A,46.92,93.83
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31524,B,46.91,93.83
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31525,A,44.895,89.815
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31525,B,44.92,89.815
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31526,A,43.895,87.835
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31526,B,43.94,87.835
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31527,A,43.895,87.82
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31527,B,43.925,87.82
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31528,A,45.89,91.815
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31528,B,45.925,91.815
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31529,A,42.905,85.84
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31529,B,42.935,85.84
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31530,A,47.905,95.81
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31530,B,47.905,95.81
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31531,A,44.88,89.805
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31531,B,44.925,89.805
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31532,A,45.86,91.795
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31532,B,45.935,91.795
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31533,A,42.915,85.83
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31533,B,42.915,85.83
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31534,A,41.915,83.84
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31534,B,41.925,83.84
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31535,A,40.925,81.86
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31535,B,40.935,81.86
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31536,A,46.935,93.85
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31536,B,46.915,93.85
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31537,A,43.9,87.845
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31537,B,43.945,87.845
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31538,A,45.91,91.805
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31538,B,45.895,91.805
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31539,A,47.91,95.815
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31539,B,47.905,95.815
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31540,A,44.885,89.795
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31540,B,44.91,89.795
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31541,A,42.89,85.82
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31541,B,42.93,85.82
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31542,A,44.87,89.8
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31542,B,44.93,89.8
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31543,A,41.905,83.865
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31543,B,41.96,83.865
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31544,A,47.9,95.795
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31544,B,47.895,95.795
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31545,A,47.91,95.815
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31545,B,47.905,95.815
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31546,A,46.89,93.785
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31546,B,46.895,93.785
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31547,A,46.92,93.83
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31547,B,46.91,93.83
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31548,A,41.935,83.795
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31548,B,41.86,83.795
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31549,A,47.91,95.805
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31549,B,47.895,95.805
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31550,A,46.91,93.835
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31550,B,46.925,93.835
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31751,A,48.89,97.805
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31751,B,48.915,97.805
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31752,A,47.9,95.775
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31752,B,47.875,95.775
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31753,A,46.9,92.805
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31753,B,45.905,92.805
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31754,A,45.895,90.76
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31754,B,44.865,90.76
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31755,A,48.88,96.775
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31755,B,47.895,96.775
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31756,A,48.87,96.765
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31756,B,47.895,96.765
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31757,A,44.86,88.75
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31757,B,43.89,88.75
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31758,A,49.855,98.77
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31758,B,48.915,98.77
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31759,A,46.88,92.775
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31759,B,45.895,92.775
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31760,A,46.9,92.805
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31760,B,45.905,92.805
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31761,A,48.87,97.745
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31761,B,48.875,97.745
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31762,A,50.885,100.81
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31762,B,49.925,100.81
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31763,A,48.865,97.755
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31763,B,48.89,97.755
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31764,A,47.89,94.8
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31764,B,46.91,94.8
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31765,A,48.91,96.805
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31765,B,47.895,96.805
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31766,A,45.855,91.75
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31766,B,45.895,91.75
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31767,A,48.865,96.75
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31767,B,47.885,96.75
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31768,A,47.895,95.775
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31768,B,47.88,95.775
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31769,A,42.91,84.815
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31769,B,41.905,84.815
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31770,A,46.87,92.755
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31770,B,45.885,92.755
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31771,A,48.89,96.785
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31771,B,47.895,96.785
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31772,A,43.91,86.805
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31772,B,42.895,86.805
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31773,A,43.88,87.78
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31773,B,43.9,87.78
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31774,A,45.9,91.78
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31774,B,45.88,91.78
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31775,A,49.865,99.755
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31775,B,49.89,99.755
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31776,A,48.91,97.825
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31776,B,48.915,97.825
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31777,A,49.88,99.775
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31777,B,49.895,99.775
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31778,A,46.9,93.805
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31778,B,46.905,93.805
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31779,A,47.88,95.76
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31779,B,47.88,95.76
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31780,A,48.89,97.8
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31780,B,48.91,97.8
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31781,A,49.915,98.815
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31781,B,48.9,98.815
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31782,A,47.865,94.775
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31782,B,46.91,94.775
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31783,A,38.86,76.685
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31783,B,37.825,76.685
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31784,A,43.87,86.7
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31784,B,42.83,86.7
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31785,A,48.89,97.785
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31785,B,48.895,97.785
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31786,A,47.895,94.785
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31786,B,46.89,94.785
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31787,A,44.88,89.765
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31787,B,44.885,89.765
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31788,A,48.89,97.795
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31788,B,48.905,97.795
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31789,A,48.865,97.755
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31789,B,48.89,97.755
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31790,A,47.88,95.78
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31790,B,47.9,95.78
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31791,A,49.86,99.735
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31791,B,49.875,99.735
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31792,A,43.88,87.76
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31792,B,43.88,87.76
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31793,A,40.84,81.695
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31793,B,40.855,81.695
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31794,A,47.85,95.72
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31794,B,47.87,95.72
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31795,A,45.885,91.755
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31795,B,45.87,91.755
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31796,A,49.91,98.79
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31796,B,48.88,98.79
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31797,A,49.885,98.76
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31797,B,48.875,98.76
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31798,A,49.885,99.75
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31798,B,49.865,99.75
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31799,A,46.87,92.78
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31799,B,45.91,92.78
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31800,A,46.88,93.76
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31800,B,46.88,93.76
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32001,A,50.87,100.755
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32001,B,49.885,100.755
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32002,A,53.88,101.74
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32002,B,47.86,101.74
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32003,A,54.92,100.815
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32003,B,45.895,100.815
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32004,A,58.91,105.765
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32004,B,46.855,105.765
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32005,A,50.89,98.775
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32005,B,47.885,98.775
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32006,A,51.88,103.755
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32006,B,51.875,103.755
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32007,A,48.85,97.69
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32007,B,48.84,97.69
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32008,A,60.94,107.82
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32008,B,46.88,107.82
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32009,A,51.91,96.755
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32009,B,44.845,96.755
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32010,A,55.91,101.765
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32010,B,45.855,101.765
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32011,A,49.89,99.775
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32011,B,49.885,99.775
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32012,A,51.89,96.785
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32012,B,44.895,96.785
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32013,A,54.9,100.765
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32013,B,45.865,100.765
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32014,A,50.865,99.745
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32014,B,48.88,99.745
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32015,A,54.905,101.79
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32015,B,46.885,101.79
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32016,A,47.87,95.745
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32016,B,47.875,95.745
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32017,A,50.865,98.735
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32017,B,47.87,98.735
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32018,A,52.905,100.75
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32018,B,47.845,100.75
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32019,A,52.89,96.73
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32019,B,43.84,96.73
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32020,A,51.875,103.76
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32020,B,51.885,103.76
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32021,A,52.885,103.74
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32021,B,50.855,103.74
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32022,A,53.875,101.75
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32022,B,47.875,101.75
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32023,A,51.885,102.755
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32023,B,50.87,102.755
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32024,A,53.895,101.775
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32024,B,47.88,101.775
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32025,A,50.875,98.785
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32025,B,47.91,98.785
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32026,A,53.88,102.75
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32026,B,48.87,102.75
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32027,A,51.885,100.75
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32027,B,48.865,100.75
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32028,A,52.87,101.785
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32028,B,48.915,101.785
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32029,A,53.915,103.795
