configuration,pop_mut,scenario,mutation_rate,population_size,replicate_seed,cell,value_leading_ben_del_neu,value_leading_ben_del_neu_no,value_overall_ben_del_neu,value_overall_ben_del_neu_no
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.01,1000,31279,A,109,5000,1998,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.03,1000,31279,B,275,5000,3994,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.01,1000,31280,A,85,5000,1950,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.03,1000,31280,B,218,5000,4004,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.01,1000,31281,A,96,5000,2023,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.03,1000,31281,B,248,5000,3963,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.01,1000,31282,A,74,5000,2063,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.03,1000,31282,B,260,5000,3972,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.01,1000,31283,A,105,5000,2064,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.03,1000,31283,B,254,5000,3877,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.01,1000,31284,A,81,5000,2013,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.03,1000,31284,B,261,5000,4013,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.01,1000,31285,A,100,5000,1987,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.03,1000,31285,B,235,5000,3971,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.01,1000,31286,A,81,5000,2063,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.03,1000,31286,B,234,5000,3990,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.01,1000,31287,A,79,5000,1952,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.03,1000,31287,B,274,5000,3927,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.01,1000,31288,A,101,5000,1966,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.03,1000,31288,B,277,5000,3945,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.01,1000,31289,A,84,5000,1978,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.03,1000,31289,B,262,5000,3979,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.01,1000,31290,A,71,5000,1979,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.03,1000,31290,B,214,5000,4005,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.01,1000,31291,A,83,5000,1948,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.03,1000,31291,B,262,5000,3947,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.01,1000,31292,A,97,5000,1978,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.03,1000,31292,B,296,5000,3961,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.01,1000,31293,A,115,5000,1991,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.03,1000,31293,B,257,5000,4016,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.01,1000,31294,A,75,5000,1957,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.03,1000,31294,B,272,5000,3988,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.01,1000,31295,A,81,5000,2008,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.03,1000,31295,B,202,5000,3984,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.01,1000,31296,A,72,5000,1989,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.03,1000,31296,B,212,5000,4024,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.01,1000,31297,A,76,5000,2072,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.03,1000,31297,B,268,5000,4045,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.01,1000,31298,A,89,5000,2025,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.03,1000,31298,B,261,5000,3968,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.01,1000,31299,A,90,5000,1989,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.03,1000,31299,B,328,5000,3948,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.01,1000,31300,A,77,5000,2031,5000
DIFF_MUT_1,"1000, 0.01, 0.03",matchingBitsLockstep,0.03,1000,31300,B,262,5000,3961,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31501,A,68,5000,3967,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31501,B,62,5000,2011,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31502,A,62,5000,3992,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31502,B,56,5000,2032,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31503,A,59,5000,3962,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31503,B,57,5000,2005,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31504,A,56,5000,4041,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31504,B,46,5000,1984,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31505,A,58,5000,3962,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31505,B,51,5000,2052,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31506,A,64,5000,4003,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31506,B,58,5000,1974,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31507,A,52,5000,3928,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31507,B,48,5000,1984,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31508,A,61,5000,3972,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31508,B,53,5000,1933,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31509,A,53,5000,3959,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31509,B,49,5000,2020,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31510,A,62,5000,3975,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31510,B,52,5000,1990,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31511,A,49,5000,3981,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31511,B,49,5000,2005,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31512,A,63,5000,3964,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31512,B,58,5000,2004,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31513,A,63,5000,3988,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31513,B,51,5000,1999,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31514,A,47,5000,4005,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31514,B,43,5000,1984,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31515,A,52,5000,4002,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31515,B,50,5000,1940,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31516,A,55,5000,4008,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31516,B,48,5000,1958,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31517,A,53,5000,4016,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31517,B,45,5000,1953,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31518,A,65,5000,4000,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31518,B,61,5000,1984,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31519,A,61,5000,3978,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31519,B,49,5000,2013,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31520,A,58,5000,4004,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31520,B,52,5000,1990,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31521,A,56,5000,3984,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31521,B,49,5000,1983,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31522,A,52,5000,3950,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31522,B,50,5000,1967,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31523,A,55,5000,3978,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31523,B,49,5000,2007,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31524,A,57,5000,3984,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31524,B,53,5000,1983,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31525,A,54,5000,4003,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31525,B,48,5000,1961,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31526,A,64,5000,4096,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31526,B,56,5000,2071,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31527,A,55,5000,4001,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31527,B,51,5000,1968,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31528,A,58,5000,4018,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31528,B,52,5000,2039,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31529,A,63,5000,4042,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31529,B,53,5000,1975,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31530,A,57,5000,3987,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31530,B,46,5000,2001,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31531,A,59,5000,3976,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31531,B,51,5000,2003,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31532,A,60,5000,4001,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31532,B,52,5000,1936,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31533,A,52,5000,3999,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31533,B,48,5000,1930,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31534,A,48,5000,3979,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31534,B,44,5000,1927,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31535,A,50,5000,4033,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31535,B,44,5000,1921,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31536,A,51,5000,4037,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31536,B,47,5000,1953,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31537,A,64,5000,3980,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31537,B,54,5000,2016,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31538,A,59,5000,4027,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31538,B,53,5000,1971,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31539,A,53,5000,4008,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31539,B,47,5000,2006,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31540,A,58,5000,4009,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31540,B,52,5000,1981,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31541,A,60,5000,3985,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31541,B,51,5000,1943,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31542,A,64,5000,4017,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31542,B,58,5000,2059,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31543,A,60,5000,4005,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31543,B,48,5000,1966,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31544,A,52,5000,3909,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31544,B,46,5000,1930,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31545,A,60,5000,3999,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31545,B,56,5000,1988,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31546,A,55,5000,3937,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31546,B,45,5000,1980,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31547,A,56,5000,3978,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31547,B,54,5000,2018,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31548,A,55,5000,4007,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31548,B,47,5000,2011,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31549,A,62,5000,4048,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31549,B,52,5000,1950,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.03,1000,31550,A,48,5000,4005,5000
DIFF_MUT_2,"1000, 0.03, 0.01",lockstep,0.01,1000,31550,B,46,5000,2007,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31751,A,153,5000,3979,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31751,B,121,5000,2086,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31752,A,168,5000,3999,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31752,B,125,5000,2106,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31753,A,202,5000,4005,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31753,B,126,5000,2140,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31754,A,166,5000,3985,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31754,B,128,5000,2105,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31755,A,153,5000,3958,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31755,B,109,5000,2129,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31756,A,166,5000,3966,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31756,B,130,5000,2158,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31757,A,191,5000,4032,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31757,B,120,5000,2128,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31758,A,167,5000,4007,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31758,B,117,5000,2179,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31759,A,183,5000,3974,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31759,B,117,5000,2119,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31760,A,175,5000,3969,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31760,B,120,5000,2095,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31761,A,180,5000,3990,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31761,B,113,5000,2144,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31762,A,157,5000,4020,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31762,B,128,5000,2076,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31763,A,180,5000,3968,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31763,B,99,5000,2123,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31764,A,162,5000,4005,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31764,B,119,5000,2134,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31765,A,167,5000,3946,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31765,B,109,5000,2126,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31766,A,182,5000,3999,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31766,B,116,5000,2150,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31767,A,192,5000,4011,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31767,B,116,5000,2105,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31768,A,194,5000,4032,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31768,B,114,5000,2089,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31769,A,170,5000,4036,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31769,B,104,5000,2079,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31770,A,163,5000,4015,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31770,B,116,5000,2062,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31771,A,194,5000,3989,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31771,B,118,5000,2164,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31772,A,151,5000,4036,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31772,B,119,5000,2130,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31773,A,164,5000,4025,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31773,B,119,5000,2142,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31774,A,162,5000,3960,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31774,B,113,5000,2078,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31775,A,188,5000,4010,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31775,B,144,5000,2123,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31776,A,185,5000,4006,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31776,B,129,5000,2148,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31777,A,170,5000,4043,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31777,B,127,5000,2111,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31778,A,165,5000,3948,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31778,B,107,5000,2066,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31779,A,181,5000,4036,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31779,B,119,5000,2119,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31780,A,195,5000,4007,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31780,B,117,5000,2089,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31781,A,172,5000,4040,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31781,B,113,5000,2072,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31782,A,176,5000,3983,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31782,B,124,5000,2165,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31783,A,168,5000,3976,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31783,B,118,5000,2096,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31784,A,177,5000,3972,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31784,B,112,5000,2123,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31785,A,180,5000,4011,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31785,B,116,5000,2086,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31786,A,158,5000,3939,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31786,B,99,5000,2097,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31787,A,185,5000,4033,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31787,B,128,5000,2120,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31788,A,181,5000,4015,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31788,B,119,5000,2119,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31789,A,173,5000,4050,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31789,B,132,5000,2124,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31790,A,160,5000,4005,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31790,B,104,5000,2079,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31791,A,174,5000,3921,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31791,B,112,5000,2081,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31792,A,177,5000,3953,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31792,B,116,5000,2084,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31793,A,178,5000,4010,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31793,B,126,5000,2067,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31794,A,168,5000,3981,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31794,B,109,5000,2139,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31795,A,191,5000,4002,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31795,B,123,5000,2103,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31796,A,154,5000,3931,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31796,B,107,5000,2097,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31797,A,172,5000,4020,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31797,B,121,5000,2157,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31798,A,176,5000,3971,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31798,B,122,5000,2110,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31799,A,187,5000,3946,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31799,B,113,5000,2103,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.03,1000,31800,A,189,5000,4036,5000
DIFF_MUT_2,"1000, 0.03, 0.01",oneOffLockstep,0.01,1000,31800,B,123,5000,2161,5000
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32001,A,544,5000,3872,5000
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32001,B,193,5000,2189,5000
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32002,A,550,5000,3858,5000
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.01,1000,32002,B,185,5000,2135,5000
DIFF_MUT_2,"1000, 0.03, 0.01",bFollowsA,0.03,1000,32003,A,526,5000,3835,5000
