configuration,pop_mut,scenario,mutation_rate_a,mutation_rate_b,population_size,comparison,a_replicate,b_replicate,variance_leading,variance_overall
CONFIG_1,"1000, 0.001",lockstep,0.001,0.001,1000,inter-treatment,10235,10156,0.18,6.2812244897959175
CONFIG_1,"1000, 0.001",lockstep,0.001,0.001,1000,inter-treatment,10165,10220,0.17346938775510207,5.268979591836735
CONFIG_1,"1000, 0.001",lockstep,0.001,0.001,1000,inter-treatment,10227,10153,0.14244897959183672,5.206530612244898
CONFIG_1,"1000, 0.001",lockstep,0.001,0.001,1000,inter-treatment,10214,10198,0.22081632653061226,5.135102040816326
CONFIG_1,"1000, 0.001",lockstep,0.001,0.001,1000,inter-treatment,10248,10163,0.16163265306122448,5.2995918367346935
CONFIG_1,"1000, 0.001",lockstep,0.001,0.001,1000,inter-treatment,10196,10228,0.09836734693877551,4.6938775510204085
CONFIG_1,"1000, 0.001",lockstep,0.001,0.001,1000,inter-treatment,10210,10160,0.3057142857142857,4.773877551020409
CONFIG_1,"1000, 0.001",lockstep,0.001,0.001,1000,inter-treatment,10238,10170,0.22408163265306122,4.86734693877551
CONFIG_1,"1000, 0.001",lockstep,0.001,0.001,1000,inter-treatment,10209,10190,0.16163265306122448,5.543265306122449
CONFIG_1,"1000, 0.001",lockstep,0.001,0.001,1000,inter-treatment,10173,10225,0.16163265306122448,7.657551020408164
CONFIG_1,"1000, 0.001",lockstep,0.001,0.001,1000,inter-treatment,10247,10200,0.14244897959183672,5.7240816326530615
CONFIG_1,"1000, 0.001",lockstep,0.001,0.001,1000,inter-treatment,10213,10188,0.19755102040816327,7.071428571428571
CONFIG_1,"1000, 0.001",lockstep,0.001,0.001,1000,inter-treatment,10222,10180,0.04081632653061224,5.805714285714286
CONFIG_1,"1000, 0.001",lockstep,0.001,0.001,1000,inter-treatment,10182,10232,0.22408163265306122,6.488163265306122
CONFIG_1,"1000, 0.001",lockstep,0.001,0.001,1000,inter-treatment,10215,10151,0.07510204081632653,4.86734693877551
CONFIG_1,"1000, 0.001",lockstep,0.001,0.001,1000,inter-treatment,10226,10166,0.14244897959183672,3.769795918367347
CONFIG_1,"1000, 0.001",lockstep,0.001,0.001,1000,inter-treatment,10159,10241,0.16163265306122448,4.439183673469388
CONFIG_1,"1000, 0.001",lockstep,0.001,0.001,1000,inter-treatment,10249,10171,0.14244897959183672,4.392244897959183
CONFIG_1,"1000, 0.001",lockstep,0.001,0.001,1000,inter-treatment,10250,10175,0.06081632653061224,4.504489795918367
CONFIG_1,"1000, 0.001",lockstep,0.001,0.001,1000,inter-treatment,10231,10193,0.09836734693877551,6.040816326530612
CONFIG_1,"1000, 0.001",lockstep,0.001,0.001,1000,inter-treatment,10176,10242,0.2616326530612245,4.436326530612245
CONFIG_1,"1000, 0.001",lockstep,0.001,0.001,1000,inter-treatment,10185,10243,0.16326530612244897,5.005714285714285
CONFIG_1,"1000, 0.001",lockstep,0.001,0.001,1000,inter-treatment,10212,10167,0.14244897959183672,6.044489795918367
CONFIG_1,"1000, 0.001",lockstep,0.001,0.001,1000,inter-treatment,10183,10203,0.10163265306122449,2.826530612244898
CONFIG_1,"1000, 0.001",lockstep,0.001,0.001,1000,inter-treatment,10169,10219,0.08,5.112244897959184
CONFIG_1,"1000, 0.001",lockstep,0.001,0.001,1000,inter-treatment,10221,10181,0.12244897959183673,4.5567346938775515
CONFIG_1,"1000, 0.001",lockstep,0.001,0.001,1000,inter-treatment,10155,10217,0.1893877551020408,6.937142857142857
CONFIG_1,"1000, 0.001",lockstep,0.001,0.001,1000,inter-treatment,10206,10195,0.2648979591836735,3.369795918367347
CONFIG_1,"1000, 0.001",lockstep,0.001,0.001,1000,inter-treatment,10244,10192,0.14244897959183672,7.030612244897959
CONFIG_1,"1000, 0.001",lockstep,0.001,0.001,1000,inter-treatment,10233,10187,0.23836734693877554,4.357551020408163
CONFIG_1,"1000, 0.001",lockstep,0.001,0.001,1000,inter-treatment,10158,10237,0.07510204081632653,4.948979591836735
CONFIG_1,"1000, 0.001",lockstep,0.001,0.001,1000,inter-treatment,10218,10191,0.12081632653061225,7.4465306122448975
CONFIG_1,"1000, 0.001",lockstep,0.001,0.001,1000,inter-treatment,10211,10179,0.18326530612244898,4.826122448979592
CONFIG_1,"1000, 0.001",lockstep,0.001,0.001,1000,inter-treatment,10202,10162,0.10163265306122449,3.8567346938775513
CONFIG_1,"1000, 0.001",lockstep,0.001,0.001,1000,inter-treatment,10178,10204,0.15673469387755104,6.898367346938775
CONFIG_1,"1000, 0.001",lockstep,0.001,0.001,1000,inter-treatment,10216,10189,0.14244897959183672,5.807755102040816
CONFIG_1,"1000, 0.001",lockstep,0.001,0.001,1000,inter-treatment,10157,10205,0.09836734693877551,5.018775510204081
CONFIG_1,"1000, 0.001",lockstep,0.001,0.001,1000,inter-treatment,10223,10152,0.20408163265306123,3.7555102040816326
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10251,10251,0.08163265306122448,0.9587755102040816
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10252,10252,0.04081632653061224,0.5648979591836735
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10253,10253,0.12244897959183673,0.8673469387755102
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10254,10254,0.04081632653061224,0.14244897959183672
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10255,10255,0.08163265306122448,0.2791836734693877
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10256,10256,0.08163265306122448,0.6942857142857143
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10257,10257,0.08163265306122448,0.5159183673469387
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10258,10258,0.04081632653061224,0.16326530612244897
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10259,10259,0.08163265306122448,0.26163265306122446
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10260,10260,0.04081632653061224,0.09836734693877551
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10261,10261,0.12244897959183673,0.34653061224489795
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10262,10262,0.08163265306122448,0.28408163265306124
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10263,10263,0.04081632653061224,0.7138775510204081
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10264,10264,0.12244897959183673,0.23020408163265305
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10265,10265,0.12244897959183673,0.2840816326530612
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10266,10266,0.08163265306122448,0.156734693877551
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10267,10267,0.08163265306122448,0.16163265306122448
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10268,10268,0.08163265306122448,0.2648979591836735
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10269,10269,0.08163265306122448,0.40653061224489795
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10270,10270,0.12244897959183673,0.4281632653061224
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10271,10271,0.08163265306122448,0.4751020408163265
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10272,10272,0.12244897959183673,0.4016326530612245
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10273,10273,0.04081632653061224,0.3657142857142857
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10274,10274,0.08163265306122448,0.41836734693877553
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10275,10275,0.08163265306122448,0.18
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10276,10276,0.04081632653061224,0.13918367346938776
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10277,10277,0.12244897959183673,0.5697959183673469
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10278,10278,0.12244897959183673,0.7857142857142858
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10279,10279,0.04081632653061224,0.22408163265306122
